id,peso,entrada_espanol,forma_espanol,tipo_abreviado,tipo_palabra,traduccion_tsotsil,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
2341,116,regaño,,m,sustantivo masculino,utel,"No hizo caso del regaño y siguió portandose mal en la escuela. Mo! xac! ta venta li utele, ta to spas clusitic chopol ta chanob-jun",,,,,"regaño m utel. No hizo caso del utel. No hizo caso del regaño y siguió portandose mal en la escuela. Mo! xac! ta venta li utele, ta to spas clusitic chopol ta chanob-jun."
2342,116,regar,lo riega,vt,verbo transitivo,ta xatles,"Cuando no llueve, regamos las flores para que no se sequen. C!aluc muc bu chac! jo!e ta xcatlescutic li nichime, acto mu xtaquij o. Cham ta xactbe vo! Ixt ta sqluijbe jo! Zin ta sttuxubtas",Cham; Ixt; Zin,Chamula; Ixtapa; Zinacantán,,,"regar: lo riega vt ta xatles. Cuando ta xatles. Cuando no llueve, regamos las flores para que no se sequen. C!aluc muc bu chac! jo!e ta xcatlescutic li nichime, acto mu xtaquij o. Cham ta xactbe vo! Ixt ta sqluijbe jo! Zin ta sttuxubtas"
2343,116,regazo,,m,sustantivo masculino,sba yo',El niño se quedó dormido en el regazo de su madre. Li unene ivay ta sba yo! sme!,,,,,regazo m sba yo'. El niño se quedó sba yo'. El niño se quedó dormido en el regazo de su madre. Li unene ivay ta sba yo! sme!.
2344,116,regocijarse,se regocija,vr,verbo reflexivo,"ta xmuybaj, ta xmuyubaj, xcuxet yo!on. Nos regocijamos cuando supimos que mi papá nos iba a llevar a México de paseo. Ximuybajcutic o ti icalicutic ti chiyictuncutic batel ta paxyal ta México li jtotcutique.",,,,,,"regocijarse: se regocija vr ta ta xmuybaj, ta xmuyubaj, xcuxet yo!on. Nos regocijamos cuando supimos que mi papá nos iba a llevar a México de paseo. Ximuybajcutic o ti icalicutic ti chiyictuncutic batel ta paxyal ta México li jtotcutique."
2345,116,regresar,regresa,vi,verbo intransitivo,ta sut,Hasta hoy regresó porque lo detuvieron en la casa de su compadre. Ja! to avi isut talel yu'un ipajesat ta sna scumpare,,,,,regresar: regresa vi ta sut. Hasta ta sut. Hasta hoy regresó porque lo detuvieron en la casa de su compadre. Ja! to avi isut talel yu'un ipajesat ta sna scumpare..
2346,116,regreso,,m,sustantivo masculino,sutel,A su regreso se detuvieron a bañarse en el río. Ta sutel ipajic ta atimol ta uctum,,,,,regreso m sutel. A su regreso se sutel. A su regreso se detuvieron a bañarse en el río. Ta sutel ipajic ta atimol ta uctum.
2347,116,reinar,reina,vi,verbo intransitivo,"ta spas mantal. En el país de Gran Bretaña reina una mujer. Ta yan balumil, Gran Bretaña sbie, ants ta spas mantal tey.",,,,,,"reinar: reina vi ta spas mantal. En el ta spas mantal. En el país de Gran Bretaña reina una mujer. Ta yan balumil, Gran Bretaña sbie, ants ta spas mantal tey."
2348,116,reírse,se ríe,vr,verbo reflexivo,ta stselin,Se rieron de mí cuando les aconsejé que no se emborracharan. La stse'inicun claluc laj calbe ti acto mu xa xyacubique,,,,,reírse: se ríe vr ta stselin. Se rieron ta stselin. Se rieron de mí cuando les aconsejé que no se emborracharan. La stse'inicun claluc laj calbe ti acto mu xa xyacubique.
2349,116,relámpago,,m,sustantivo masculino,"chauc, slebuel chauc, angel Chlen sacsevul Zin sactseluv",,Zin,Zinacantán,,,"relámpago m chauc, slebuel chauc, chauc, slebuel chauc, angel Chlen sacsevul Zin sactseluv"
2350,116,relampaguear,relampagéa,vi,verbo intransitivo,"xleblajet, ta xlebuj, xvic'lajet, ststaylajet","No llovió; nada más relampagueó durante una hora. Mo! xac! jo!; ja! notox xleblajet angel junuc ora. /xt, Zin stslaylajet, ta sts'ayluj",Zin,Zinacantán,,,"relampaguear: relampagéa vi xleblajet, ta xlebuj, xvic'lajet, ststaylajet. No llovió; nada más relampagueó durante una hora. Mo! xac! jo!; ja! notox xleblajet angel junuc ora. /xt, Zin stslaylajet, ta sts'ayluj"
2351,116,relatar,lo relata,vt,verbo transitivo,ta xal,El hombre relató en el juzgado cómo los habían asaltado unos bandidos en el camino. Li vinique laj yal ta cavilto ti ctu sba asmajelic ta be yulun li jleleqluetique,,,,,relatar: lo relata ví ta xal. El ta xal. El hombre relató en el juzgado cómo los habían asaltado unos bandidos en el camino. Li vinique laj yal ta cavilto ti ctu sba asmajelic ta be yulun li jleleqluetique.
2352,116,relinchador,,adj,adjetivo,jtavanel,"Este potro es muy relinchador; por cualquier cosa relincha. Li tot ca! li'i toj jtavanel, clusiuc noox xtavan o. Ch!en toj mal xtoc!",Ch'en,Chenalhó,,,"relinchador adj jtavanel. Este potro jtavanel. Este potro es muy relinchador; por cualquier cosa relincha. Li tot ca! li'i toj jtavanel, clusiuc noox xtavan o. Ch!en toj mal xtoc!"
2353,116,relinchar,relincha,vi,verbo intransitivo,ta x'avan,"Cuando estamos por llegar al pueblo mi caballo empieza a relinchar y a caminar más rápido. Li jcale claluc ta xiclotcutic xa ta jteclume, ta x'avan; ta x!anilaj mas noxtoc. Ch!en sts!ijtstun, ta xloc! Cham, Ixt, Zin ta xloc!",Cham; Ch'en; Ixt; Zin,Chamula; Chenalhó; Ixtapa; Zinacantán,,,"relinchar: relincha vi ta x'avan. ta x'avan. Cuando estamos por llegar al pueblo mi caballo empieza a relinchar y a caminar más rápido. Li jcale claluc ta xiclotcutic xa ta jteclume, ta x'avan; ta x!anilaj mas noxtoc. Ch!en sts!ijtstun, ta xloc! Cham, Ixt, Zin ta xloc!"
2354,116,relumbrar,relumbra,vi,verbo intransitivo,"xvic'lajet. Ahí van los soldados; ve cómo relumbran sus bayonetas. Tey xbatic li mayoletique; q'uelo c'u sba xvic!lajet ba ta sni! stuqluic li scuchiluique. Cham, Ch'en, Ixt, Zin sts!aylajet",,Cham; Ch'en; Ixt; Zin,Chamula; Chenalhó; Ixtapa; Zinacantán,,,"relumbrar: relumbra vi xvic'lajet. xvic'lajet. Ahí van los soldados; ve cómo relumbran sus bayonetas. Tey xbatic li mayoletique; q'uelo c'u sba xvic!lajet ba ta sni! stuqluic li scuchiluique. Cham, Ch'en, Ixt, Zin sts!aylajet"
2355,116,rellenar,lo rellena,vr,verbo reflexivo,"ta snojes, ta scha'nojes",,,,,,"rellenar: lo rellena vr ta snojes, ta ta snojes, ta scha'nojes"
2356,116,remar,rema,vi,verbo intransitivo,"ta sniques. Rema aprisa para que lleguemos pronto al otro lado de la laguna. Ac'bo yipal ta sniquesel li jo!e, jech xu' chijctot ta ora ta jot nab. Cham ta xanubtas Ixt, Zin ta sjub",,Cham; Ixt; Zin,Chamula; Ixtapa; Zinacantán,,,"remar: rema vi ta sniques. Rema ta sniques. Rema aprisa para que lleguemos pronto al otro lado de la laguna. Ac'bo yipal ta sniquesel li jo!e, jech xu' chijctot ta ora ta jot nab. Cham ta xanubtas Ixt, Zin ta sjub"
2357,117,remedio,,m,sustantivo masculino,"vomol, svomolal, spoxil","Le di remedio para las lombrices a mi niño y arrojó muchas. Laj cactbe svomolal lucum li jquereme, toj ep la sloq!ues",,,,,"remedio m vomol, svomolal, spoxil vomol, svomolal, spoxil Le di remedio para las lombrices a mi niño y arrojó muchas. Laj cactbe svomolal lucum li jquereme, toj ep la sloq!ues."
2358,117,remendar,lo remienda,vt,verbo transitivo,ta spac!,La mujer remienda la camisa de su hijo porque se le rasgó. Li antse ta spacIbe sctu! yol yulun ije!. Chen ta sj tan,Ch'en,Chenalhó,,,remendar: lo remienda vt ta spac!. ta spac!. La mujer remienda la camisa de su hijo porque se le rasgó. Li antse ta spacIbe sctu! yol yulun ije!. Chen ta sj tan
2359,117,remitir,lo remite,vt,verbo transitivo,1. ta stac batel,"El patrón remitió a su mozo al pueblo. Li ajvalile la stac batel ta jteclum li yajlabtele. 2. ta spas perton. Le remitieron la condena y lo dejaron libre. Ipasbat perton li jchuquele, iloqluesat batel ta chuquel. Zin ta xac! pertonal",Zin,Zinacantán,,,"remitir: lo remite ví 1. ta stac batel. 1. ta stac batel. El patrón remitió a su mozo al pueblo. Li ajvalile la stac batel ta jteclum li yajlabtele. 2. ta spas perton. Le remitieron la condena y lo dejaron libre. Ipasbat perton li jchuquele, iloqluesat batel ta chuquel. Zin ta xac! pertonal"
2360,117,remojar,remoja,vr,verbo reflexivo,"ta ststaj. Remoja la ropa y mañana la lavamos en el río. Tslajo lec li clutile, octob chba jehucttic ta uclum.",,,,,,"remojar: remoja vr ta ststaj. Remoja ta ststaj. Remoja la ropa y mañana la lavamos en el río. Tslajo lec li clutile, octob chba jehucttic ta uclum."
2361,117,remoler,lo remuele,vr,verbo reflexivo,"ta scha'noy, ta snoy",No remuelas el café; no me gusta hecho polvo. Mu xacha!noy li cajvele yutun mu jetan toj nin,,,,,"remoler: lo remuele vr ta scha'noy, ta ta scha'noy, ta snoy. No remuelas el café; no me gusta hecho polvo. Mu xacha!noy li cajvele yutun mu jetan toj nin."
2362,117,renacer,renace,vi,verbo intransitivo,ta xcha!q!uelomaj p.ej. zacate,El zacate renace al empezar las lluvias. Li jobele ta xcha!q!uelomaj ta sba syalel jo!. Chien ta xcha!qluelumaj,,,,,renacer: renace vi ta xcha!q!uelomaj ta xcha!q!uelomaj p.ej. zacate. El zacate renace al empezar las lluvias. Li jobele ta xcha!q!uelomaj ta sba syalel jo!. Chien ta xcha!qluelumaj
2363,117,renacuajo,,m,sustantivo masculino,xlavob,Hay muchos renacuajos en este charco; son crías de las ranas. Oy ep x!avob li li! ta achleltique; ja! yalab li jenjene. Cham toctob Ch'en marso Ixt avob,Cham; Ch'en; Ixt,Chamula; Chenalhó; Ixtapa,,,renacuajo m xlavob. Hay muchos xlavob. Hay muchos renacuajos en este charco; son crías de las ranas. Oy ep x!avob li li! ta achleltique; ja! yalab li jenjene. Cham toctob Ch'en marso Ixt avob
2364,117,renco,,adj,adjetivo,"comcom yoc, coxo. Cojea al caminar; está renco. Xcoxcun claluc chanave yu'un jun comcom yoc. Cham tsletan Zin ststetston yoc",,Cham; Zin,Chamula; Zinacantán,,,"renco adj comcom yoc, coxo. Cojea comcom yoc, coxo. Cojea al caminar; está renco. Xcoxcun claluc chanave yu'un jun comcom yoc. Cham tsletan Zin ststetston yoc"
2365,117,rendir,rinde,vi,verbo intransitivo,ta xac',Este año las siembras rindieron mucho. Li avi jabile lec iyac! li chobtique,,,,,rendir: rinde vi ta xac'. Este año las ta xac'. Este año las siembras rindieron mucho. Li avi jabile lec iyac! li chobtique.
2366,117,renovar,lo renueva,vr,verbo reflexivo,"ta xachlubtas, ta scha'meltsan ta ach'",Vamos a renovar la escuela este año. Ta xcach'ubtascutic li chanob-jun li avi jabile. repicar,,,,,"renovar: lo renueva vr ta xachlubtas, ta xachlubtas, ta scha'meltsan ta ach'. Vamos a renovar la escuela este año. Ta xcach'ubtascutic li chanob-jun li avi jabile. repicar"
2367,117,renta,,f,sustantivo femenino,"sloctobil, sloc!","Le renté mi casa pero todavía no me paga la renta. Laj cactbe ta chlom li jnae, pero yoquel to mo! yac'ojbun li sloctobile. rentar: lo renta v! ta xac! ta chlom, ta xac! ta loqluel. Si no puedes sembrarlos; renta tus terrenos. Mi mu xu! avulun stslunele, actano ta ch!om li avosiltaque",,,,,"renta f sloctobil, sloc!. Le renté mi sloctobil, sloc!. Le renté mi casa pero todavía no me paga la renta. Laj cactbe ta chlom li jnae, pero yoquel to mo! yac'ojbun li sloctobile. rentar: lo renta v! ta xac! ta chlom, ta xac! ta loqluel. Si no puedes sembrarlos; renta tus terrenos. Mi mu xu! avulun stslunele, actano ta ch!om li avosiltaque."
2368,117,renunciar,lo renuncia,vt,verbo transitivo,"ta xicta, ta scomes, ta scomisan",El juez renunció a su cargo por las envidias que le tenían. Li jmeltsanej-c!ope iyicta yabtel ta scoj ti ch- ixanate,,,,,"renunciar: lo renuncia vf ta xicta, ta ta xicta, ta scomes, ta scomisan. El juez renunció a su cargo por las envidias que le tenían. Li jmeltsanej-c!ope iyicta yabtel ta scoj ti ch- ixanate.."
2369,117,iñe,,vi,verbo intransitivo,"ta x'ilin, ta sa! clop. Riñeron cuando estaban borrachos y ya no se acuerdan. I'ilinic ctaluc iyacubique pero mu xa snatic.",,,,,,"iñe vi ta x'ilin, ta sa! clop. ta x'ilin, ta sa! clop. Riñeron cuando estaban borrachos y ya no se acuerdan. I'ilinic ctaluc iyacubique pero mu xa snatic."
2370,117,repartir,lo reparte,vt,verbo transitivo,"ta spuc, ta schlac, ta svoc!",El maestro repartió ayer los libros. Li maestroe la spucan volje li libroetique,,,,,"repartir: lo reparte ví ta spuc, ta ta spuc, ta schlac, ta svoc!. El maestro repartió ayer los libros. Li maestroe la spucan volje li libroetique."
2371,117,repasar,lo repasa,vt,verbo transitivo,"ta scha'etles (la ta scha!qluel, ta scha!chi Repasa la masa antes de tortear; está entera todavía. Cha'etleso ba'i li avoch!e claluc chalich! xae yu'un voch! to. Chlen ta scha'noyes (la masa)",,,,,la masa,"repasar: lo repasa vt ta scha'etles (la ta scha'etles (la ta scha!qluel, ta scha!chi Repasa la masa antes de tortear; está entera todavía. Cha'etleso ba'i li avoch!e claluc chalich! xae yu'un voch! to. Chlen ta scha'noyes (la masa)"
2372,117,repente,de repente,adv,adverbio,"ta ora nolox, ta jplel no!ox ora. Estaba sentado con nosotros, pero de repente se levantó y echó a correr; no sabemos porqué. Jun to'ox yo!on chotol jchitucutic, pero ta ora no!ox itots batel ta anil; mu jna'cutic ctu cha'al.",,,,,,"repente: de repente adv ta ora nolox, ta ora nolox, ta jplel no!ox ora. Estaba sentado con nosotros, pero de repente se levantó y echó a correr; no sabemos porqué. Jun to'ox yo!on chotol jchitucutic, pero ta ora no!ox itots batel ta anil; mu jna'cutic ctu cha'al."
2373,117,repetir,lo repite,vt,verbo transitivo,"ta schalal. Repite lo que dijiste porque no te oí bien. Cha'alo xa li ctusi la avale yutun mo! xca!i lec. repicar: lo repica v£ 1. ta stij (la campana). Ya Megó el cura; por eso repicaron las campanas. Ijul xa li palee; ja! yutun la stijic li campanae. 2. ta sboj, ta sbojila: Repica la cebolla para que la salsa replantar quede más sabrosa. Bojilano li sevulyae yo! acto mas lec chmuib o li juch'bil chichole. Zin ta setulan",,Zin,Zinacantán,,la campana,"repetir: lo repite vt ta schalal. ta schalal. Repite lo que dijiste porque no te oí bien. Cha'alo xa li ctusi la avale yutun mo! xca!i lec. repicar: lo repica v£ 1. ta stij (la campana). Ya Megó el cura; por eso repicaron las campanas. Ijul xa li palee; ja! yutun la stijic li campanae. 2. ta sboj, ta sbojila: Repica la cebolla para que la salsa replantar quede más sabrosa. Bojilano li sevulyae yo! acto mas lec chmuib o li juch'bil chichole. Zin ta setulan"
2374,118,replantar,lo replanta,vr,verbo reflexivo,ta xaventa,Voy a replantar los cafetos que se quemaron con la helada. Ta xcaventa li bicttal tetel cajvel li ilaj taquijanuc ta taive,,,,,replantar: lo replanta vr ta xaventa. ta xaventa. Voy a replantar los cafetos que se quemaron con la helada. Ta xcaventa li bicttal tetel cajvel li ilaj taquijanuc ta taive.
2375,118,repollo,,m,sustantivo masculino,"jol itaj Chten jol culix reponer: lo repone v! ta sjelta, ta sqluexta, ta xac!be sqluexol. Tengo que reponer la cazuela que pedí prestada, porque se me quebró. Ta xcac!be sqluexol li lumal xalten li la jeh'amune yu'un ivoc!.",,,,,,"repollo m jol itaj Chten jol culix jol itaj Chten jol culix reponer: lo repone v! ta sjelta, ta sqluexta, ta xac!be sqluexol. Tengo que reponer la cazuela que pedí prestada, porque se me quebró. Ta xcac!be sqluexol li lumal xalten li la jeh'amune yu'un ivoc!."
2376,118,reposar,reposa,vi,verbo intransitivo,ta scux yolon-ta xcux. Reposa un rato si te sientes cansado. Cuxo jloctuc mi lubemot xa chava'ie. Jxf ta xich! yip,,,,,,reposar: reposa vi ta scux yolon-ta ta scux yolon-ta xcux. Reposa un rato si te sientes cansado. Cuxo jloctuc mi lubemot xa chava'ie. Jxf ta xich! yip
2377,118,reprochar,lo reprocha,vt,verbo transitivo,ta xut,El padre reprocha a su hijo su conducta porque es un borracho. Li totile ta xut li clu sba li snichlone yu'un toj jyacubel tajmec. Cham ta svul requerir; lo requiere vr sctan. Esta enfermedad requiere que dejes de trabajar y descanses algunos meses. Li chamel lili sctan ti chavicta avabtel ti chacux jayibuc ue,Cham,Chamula,,,reprochar: lo reprocha ví ta xut. El ta xut. El padre reprocha a su hijo su conducta porque es un borracho. Li totile ta xut li clu sba li snichlone yu'un toj jyacubel tajmec. Cham ta svul requerir; lo requiere vr sctan. Esta enfermedad requiere que dejes de trabajar y descanses algunos meses. Li chamel lili sctan ti chavicta avabtel ti chacux jayibuc ue.
2378,118,res,,f,sustantivo femenino,"vacax. Cada ocho días matan una res y venden carne. Ta jujun vaxaquib c!actal ta smilic jcot vacax sventa ta schonic beq!uet. resbalarse: se resbala yr ta xtsul, ta xjaxp'uj",Me resbalé y caí en un charco. Litsul liyal ta ach'eltic. Chien ta xjaxbuj,,,,,"res f vacax. Cada ocho días matan vacax. Cada ocho días matan una res y venden carne. Ta jujun vaxaquib c!actal ta smilic jcot vacax sventa ta schonic beq!uet. resbalarse: se resbala yr ta xtsul, ta xjaxp'uj. Me resbalé y caí en un charco. Litsul liyal ta ach'eltic. Chien ta xjaxbuj"
2379,118,resbaloso,,adj,adjetivo,"bilil, ch'ulul, tsulul resembrar: lo resiembra v£ ta xaventa.",,,,,,"resbaloso adj bilil, ch'ulul, tsulul bilil, ch'ulul, tsulul resembrar: lo resiembra v£ ta xaventa."
2380,118,resembrar,resiembra,vi,verbo intransitivo,ta x!avenaj,,,,,,resembrar: resiembra vi ta x!avenaj ta x!avenaj
2381,118,resfriarse,se resfría,vr,verbo reflexivo,"ta xa!i sic, ta smaj sba ta sic. En tiempo de frío casi todos nos resfriamos. Ta yorail sictique jutuc mu jcotolticuc chcalitic sic.",,,,,,"resfriarse: se resfría vr ta xa!i sic, ta ta xa!i sic, ta smaj sba ta sic. En tiempo de frío casi todos nos resfriamos. Ta yorail sictique jutuc mu jcotolticuc chcalitic sic."
2382,118,resiembra,,f,sustantivo femenino,aven,,,,,,resiembra f aven aven
2383,118,resina,,f,sustantivo femenino,xuchlal toj,El aguarrás se hace de la resina del ocote. Li aguarrase ja! meltsanbil o li ta xuch!al toje,,,,,resina f xuchlal toj. El aguarrás se xuchlal toj. El aguarrás se hace de la resina del ocote. Li aguarrase ja! meltsanbil o li ta xuch!al toje.
2384,118,resistir,lo resiste,vr,verbo reflexivo,"ta scuchbe yulun, ta xcuch yutun","No podía resistir el dolor, gritaba y lloraba. Mu scuchbe tolox yu'un li sc'uxule, ilavan, iloc!",,,,,"resistir: lo resiste vr ta scuchbe yulun, ta scuchbe yulun, ta xcuch yutun. No podía resistir el dolor, gritaba y lloraba. Mu scuchbe tolox yu'un li sc'uxule, ilavan, iloc!."
2385,118,resollar,resuella,vi,verbo intransitivo,xjaxjun; xjaxlajet (varios). Deben haber corrido mucho porque están resollando. Yu'un nan toj ep i'anilajic yutun xjaxlajetic. Cham xvuslajet Chen svosvun Ixt ta xjejonaj Zin ta svosvonaj,,Cham; Ch'en; Ixt; Zin,Chamula; Chenalhó; Ixtapa; Zinacantán,,varios,resollar: resuella vi xjaxjun; xjaxlajet xjaxjun; xjaxlajet (varios). Deben haber corrido mucho porque están resollando. Yu'un nan toj ep i'anilajic yutun xjaxlajetic. Cham xvuslajet Chen svosvun Ixt ta xjejonaj Zin ta svosvonaj
2386,118,resonar,resuena,vt,verbo transitivo,ta xtlom,"Cuando hay fiesta, resuenan los cohetes. Claluc oy q!uine ta xtloman li yolob ctoq!ue. respecto a sventa, scuenta. Hablamos respecto al asunto del maestro. La jcalcutic ta sventa sctoplal li maestroe. Zin scventa",Zin,Zinacantán,,,"resonar: resuena ví ta xtlom. ta xtlom. Cuando hay fiesta, resuenan los cohetes. Claluc oy q!uine ta xtloman li yolob ctoq!ue. respecto a sventa, scuenta. Hablamos respecto al asunto del maestro. La jcalcutic ta sventa sctoplal li maestroe. Zin scventa"
2387,118,respetar,lo respeta,vt,verbo transitivo,"ta schtunbe smantal, ta xich! ta muc!. Respeta al juez; él es la autoridad. Ch'unbo smantal li jmeltsanej-c!ope yulun tsots yabtel yich!oj.",,,,,,"respetar: lo respeta vt ta schtunbe ta schtunbe smantal, ta xich! ta muc!. Respeta al juez; él es la autoridad. Ch'unbo smantal li jmeltsanej-c!ope yulun tsots yabtel yich!oj."
